title_ch,title_eng,body,hsk_level,link
教师家庭,The family of teachers,广州市有一个中学的数学老师叫吴晖晖，她已经当老师29年了。她的爷爷是中国著名的教育家，她的爸爸、妈妈都是老师，一生都在做乡村教育。吴老师的其他家人中，有三十多人都在不同的城市做教育工作。她自己的女儿现在也在当老师。一家四代人都相信，教育是伟大的事业，这也是他们一生的追求。,3,https://mandarinbean.com/the-family-of-teachers/
危险的报复,Dangerous revenge,近日，浙江的一个交警指挥中心发现，市区内一辆汽车两天里违反交通规则50次。这辆车的主人钱先生表示这两天将自己的车租给了别人。交警又联系到租车的人，才发现，这个男人是为了替自己正在追求的女士报复前男友，就租了他的车，并故意闯红灯49次、超速驾驶1次。而这些行为都是这位女士要求的。原来钱先生与这位女士交往过，但最近钱先生对这位女士十分冷淡，还不时在朋友圈展示与其他女人的合照，这位女士就产生了不满，想用这种方式报复他。最后，租车的人和这位女士都被抓起来了。,4,https://mandarinbean.com/dangerous-revenge/
骆驼逃跑了,Camel escaped,江苏的一个动物园里，一只骆驼悄悄地逃跑了。它逃跑以后在街上散步，后来可能是走累了，骆驼走进了街边的一家烧烤店。警察赶到后，借来玉米喂骆驼，引导它到安全的地方。20分钟以后，动物园的工作人员赶来把骆驼接回了动物园。,3,https://mandarinbean.com/camel-escaped/
中国人最喜欢的英国景点,The Chinese favorite spots in the UK,很多中国人喜欢去英国旅行，因为英国不仅有历史，也有时尚。随着中国游客的数量越来越多，英国也很希望不断提高游客的体验，想知道中国人究竟喜欢什么。最喜欢的是美丽的湖区，女王的住处，还是牛津街的大商场？ 经过调查，80%的人都没想到，原来中国游客最喜欢去的地方是白金汉宫，也就是女王的住处。第二喜欢去的居然是比村，为什么呢？原来这里除了可以买便宜、品质好的商品，还有针对非欧盟顾客的退税服务。中国游客在这里可以用中国的手机支付软件，中国店员很多，连火车上的语言都有普通话。除了买买买，剑桥大学的国王学院也是中国游客很喜欢去参观的地方，因为中国的一位著名诗人曾经在这里学习，他有很多优美的诗也是在这里写的。 对中国游客来说，王室、购物、中国情结都是吸引他们的原因。,4,https://mandarinbean.com/the-chinese-favorite-spots-in-the-uk/
活到老，学到老,Live and learn,今年6月，家住上海的一位老人获得了中国美术学院的双学士学位，从中国画专业顺利毕业。老人名叫徐安玲，1951年出生，今年已经70岁了。 徐安玲现在还清楚地记得自己上大学的第一天。她走进教室时，一群二十多岁的年轻学生都以为她走错教室了，甚至有人以为她是哪位同学的家长。进入大学以后，繁重的学习带给她很大的压力。别的年轻学生每天练习3-4小时，她只能靠更勤奋的练习来弥补自己的不足。她永远是班上第一个到教室，最后一个离开的人。 她从小就喜欢用铅笔画画，参加工作以后忙碌的工作生活让她放下了画笔，但是这个爱好一直没变。退休后，在她58岁那年，她重新拿起了画笔。现在她终于顺利毕业了。家人们也都很支持她退休之后追寻梦想的做法。她也将自己的一部分作品留给家乡，因为那是自己的梦开始的地方。,3,https://mandarinbean.com/live-and-learn/
密码锁,Coded lock,27号凌晨1点左右，起床上厕所的大爷突然发现自己家中进来一个陌生人，赶紧叫自己的儿子报警说有陌生人把自己家的门打开了。警察很快到了现场。这个陌生人解释说他走错了，他是住在隔壁单元的，谁知道他们两家的大门密码锁是一样的，门就被他打开了。大爷和家人表示不相信，这怎么可能呢？然后在警察的见证下，让这个陌生人把他自己家的门打开，结果他家的门真的开了，并且这两家的大门密码确实完全一样。警察又查证了他的身份，发现他说的也都是真的。大家都觉得太巧了。,4,https://mandarinbean.com/coded-lock/
偷东西,Stealing,最近，杭州警方抓到了三个来自福建的小偷。他们在地图上随便选择了一个地方准备偷东西，就花了1000多元钱打车来到杭州。结果偷了东西之后不到7个小时，就被警察抓到了。小偷说：你们这里的东西太难偷了，我们晚上才到这里，准备晚上偷了东西，早上就走，可是到处是报警器、警察，店里也偷不到东西，逃也逃不掉。小偷们最后偷到的东西比他们来时的路费还少7块钱。,3,https://mandarinbean.com/steating/
怎么喝水最合适？,How should we drink water?,我们都知道水是生命之源，那每天应该喝多少水，应该怎么喝才合适呢？对于健康的成年人，每天应该补充1500~1700毫升的水；如果是儿童，则应该少于成年人，但也随着年龄的增加而增加。当然，具体的饮水量还是要根据劳动强度、出汗多少以及气温情况来决定。 喝水，最好不要选择含糖饮料代替纯净水。温度不要超过50摄氏度，20~30摄氏度的温开水是最好的，温度太高可能会伤害身体。不要一次喝太多太快，少量多次是比较科学的喝水方法。 那如何知道今天的水喝够没有呢？一个简单的办法就是通过尿液来判断。如果尿液是淡黄色，那就是基本正常；如果是深黄色，说明身体处于缺水状态，应该及时补水；如果是透明无色的，说明水过量了，应该适当减少喝水。现在，你会喝水了吗？,4,https://mandarinbean.com/how-should-we-drink-water/
帮助睡眠的食物,The food that helps sleep,我们都知道甜的食物容易让人感觉开心和兴奋，但是少量地吃一些甜的食物却能帮助你睡觉睡得更好。比如，如果你在晚上喝水或者喝牛奶的时候加一点蜂蜜，那就会让你的睡眠更好。除了蜂蜜，在睡觉前吃一点香蕉也对你的睡眠有帮助，并且吃香蕉还不容易长胖。第三种帮助睡眠的食物是杏仁，平时多吃点杏仁能帮助缓解你的焦虑，提高睡眠的质量。,3,https://mandarinbean.com/the-food-that-helps-sleep/
正确的方向,The right direction,从前，有一个人要从魏国到楚国去。他带了很多钱，雇了好车和快马，请了很优秀的车夫，就上路了。楚国在魏国的南面，可这个人却让车夫驾着马车一直向北走。 路上有人问他要往哪儿去，他大声回答说：“去楚国！”路人告诉他说：“到楚国去应该往南方走，你这是往北走，方向不对。”那人不在乎地说：“没关系，我的马快着呢。”路人替他着急，拉住他的马，阻止他说：“方向错了，你的马再快，也到不了楚国。”那人依然不以为然：“不要紧，我带的钱多着呢。”路人又劝阻他说：“虽说你的钱多，可是你走的不是那个方向，你的钱也只能是白花。”那人有些不耐烦地说：“这有什么难的，我的车夫驾车的本领高着呢。”路人无奈，只好看着他走了。 那个魏国人，觉得自己的马快、钱多、车夫好，就朝着相反方向一意孤行。那么，他条件越好，他就只会离他要去的地方越远，因为他的方向是错的。这个故事告诉我们，无论做什么事，都首先要找到正确的方向，才能充分发挥自己的有利条件；如果方向错了，那么有利条件只会起到相反的作用。,4,https://mandarinbean.com/the-right-direction/
语言的学习技巧,Language learning skills,世界上越来越多的人都在学习至少一个或者两个外语，那么怎么才能更好地学习和掌握一门新的语言呢？ 首先你要知道，年龄永远不是问题。当然，如果能从小就开始学习一门新的语言，那当然最好。但这也不意味着年龄大的人就不可能掌握新的语言了，什么时候开始学习都不晚。好奇心和努力才是最重要的。每天学习一个小时或者半个小时会比间隔很长的学习效果好很多。 你可以先从一些简单的词语和句子开始，多听、多看，慢慢地习惯这种新的语言，熟悉它，再跟着书或者老师开始系统性的课程学习。现在网上有很多免费的和付费的语言学习内容，只要你想，就能找到很好的语言课。 如果你有一个好的语言环境，那会很好地帮助你的学习。很多人都会通过电影或者音乐来熟悉一门语言。电视上的很多画面也对语言学习者很有帮助，能学习到更真实的、常用的句子和词语。,3,https://mandarinbean.com/language-learning-skills/
守株待兔,Wait for the rabbit under the tree,古时候，有个农民正在田里劳动。突然，他看见一只兔子从旁边的草丛里慌慌张张地跑出来，一头撞在田边的大树上，便倒在那儿一动也不动了。农民走过去一看：兔子死了。因为它奔跑的速度太快，把脖子都撞断了。农民高兴极了，他一点力气没花，就白捡了一只又肥又大的兔子。他心想：要是天天都能捡到兔子，那日子就好过了。从此，他再也不肯出力气劳动了。每天他吃完饭就躺在大树底下，等待着第二只、第三只兔子自己撞到树上来。世上哪有那么多便宜的事啊。这个农民当然再也没有捡到撞死的兔子，而他的田里也没有收获任何粮食，农民只好饿着肚子过年了。这个故事就是我们熟悉的成语“守株待兔”。,4,https://mandarinbean.com/wait-for-the-rabbit-under-the-tree/
跟谁姓？,Whose surname?,浙江有一对刚结婚三个月的年轻夫妻因为孩子的姓名问题离婚了。原来，他们在恋爱时曾经讨论过，如果以后孩子出生，女方想让孩子跟妈妈姓，而不是传统的跟爸爸姓。但在孩子出生以后，男方的父母却不愿意第一个孩子就跟妈妈姓，而女方家也非常坚持。法律规定孩子可以跟爸爸姓，也可以跟妈妈姓，由父母自己自由决定。但他们的孩子跟谁姓还是没有决定，而夫妻俩的矛盾开始越来越多，关系也越来越差，最后只能离婚了。,3,https://mandarinbean.com/whose-surname/
体育与气候,Sports and climate,根据最新研究，极端天气可能会在以后比过去更多地干扰体育比赛。 高尔夫可能就是我们不断变化的气候的受害者之一。如果海平面继续上升一些，到本世纪末，很多高尔夫球场可能会被淹没。 到2050年，据估计，英国足球赛中几乎有四分之一的球场预计每年都会被淹没。这意味着减少比赛次数，减少观看精彩比赛的机会，并减少门票销售收入。 除了高尔夫和足球，随着全球温度的上升，全球板球运动也面临着很大的挑战。 解决方案在于减少人类的碳足迹，比如，减少参加体育比赛的旅行，并减少旅行时的浪费。但是这个方案却没有被很好地实施。,4,https://mandarinbean.com/sports-and-climate/
求救,Ask for help,最近，南京的一个二十岁的年轻人不小心落水，在湖里漂流了两天被发现,3,https://mandarinbean.com/ask-for-help/
把瓶子装满,Fill the bottle,孩子们因为琐事打了起来。妈妈就把一个大玻璃瓶子拿出来，瓶子里装着满满的石头、玻璃碎片和沙子。之后，妈妈让孩子们把瓶子里的东西都倒出来，然后再装进去，先从沙子开始。 每个孩子都试了试，最后都发现没有足够的空间装所有的石头。 妈妈指导孩子们重新装这个瓶子。这次，先从石头开始，最后再装沙子。石头装进去后，沙子就沉积在石头的周围，最后，所有东西都装进瓶子里了。 妈妈说：“如果我们先从小的东西开始，把小东西装进去之后，大的石头就放不进去了。生活也是如此，如果你的生活先被不重要的事挤满了，那你就无法再装进更大、更重要的事了。”,4,https://mandarinbean.com/fill-the-bottle/
青岛啤酒节,Qingdao Beer Festival,青岛啤酒是中国很有名的啤酒。在青岛，除了春节、中秋节等传统节日以外，啤酒节也是很重要的一个节日，并且越来越有名。这个啤酒节开始于1991年，每年8月的第二个周末开幕，一共16天。在啤酒节上，除了青岛啤酒，你还可以喝到世界上不同地方的啤酒。街道两边有各种歌舞和活动，非常精彩有意思。你想不想来了解一下啤酒文化？快来参加吧！,3,https://mandarinbean.com/qingdao-beer-festival/
我的婚姻生活,My marriage,刚结婚的时候，我只是一个普通的医生，我丈夫还是个中学老师，每天生活都很规律，我们俩每天早上起床后，一起吃早餐，看新闻，然后一起出门上班，生活很幸福。十年过去了，现在他已经是校长了，我也成为了医院的主任，我们的职位越来越高，工作也越来越忙，每天早上我起床后都看不到他，晚上我回家的时候他已经睡了。我们一起吃饭、交流的机会越来越少，偶尔见面，也不知道应该说什么了。曾经希望我们可以少一些会议，多一些休息，可以像以前一样经常在一起，但是大家都不愿意放弃自己的事业，最后我们只能离婚了。,3,https://mandarinbean.com/my-marriage/
嫦娥奔月,Chang’e to the Moon,嫦娥是中国神话里住在月亮上的仙女，她原来是英雄后羿的妻子。因为后羿为老百姓做了很多好事，大家都很尊敬他。但是因为后羿经常不能回家，嫦娥每天都很孤单，只有一只小白兔陪着她。 有一天，后羿得到一瓶神药，回家以后就把药给了妻子，还告诉她吃了这个药可以长生不老，等他回来以后一起吃，然后就离开了家。嫦娥太寂寞了，就偷偷地尝了这个神药，她想可能吃了神药就不寂寞了吧。不知不觉，她把一瓶药都吃了。她觉得自己渐渐变轻了，连忙抱起小白兔，尽管这样，她还是飞了起来，一直飞到了月亮上。后来，她就只能在月亮上住了。 后羿回家以后发现妻子和药都不见了，他难过极了，不明白为什么妻子不等他回来一起吃。而月亮上的嫦娥更寂寞了。月圆的时候，我们还能看到月亮上她和小白兔孤单的影子。,4,https://mandarinbean.com/change-to-the-moon/
还电脑,Return Computer,最近，深圳的一个停车场里，一个车主在停车后忘记锁车门，结果放在车后座电脑包里的很多现金被偷了。车主回到车上发现以后，就报警了。警察通过停车场的视频发现了偷东西的小偷，他打开车门把车主的电脑包拿走了。但是车主说只有现金被偷了，电脑包还在车里，这让警察很惊讶。他们又继续看视频，发现一个多小时以后，小偷回到了这辆车旁边，把电脑包放回去了。警察抓到小偷以后问他为什么，才知道小偷担心电脑里可能有重要的资料，如果电脑不见了，车主肯定很着急，他就拿走了现金，把电脑、手机和一些重要的证件放回了车里。,3,https://mandarinbean.com/return-computer/
南北之争,The dispute between southerners and northerners,你可能经常听中国人介绍自己是南方人或者北方人，在生活中，中国的南方和北方有不少不同。比如，南方人大多数喜欢吃甜的东西，所以豆腐脑在南方是甜的，西红柿炒蛋也会放一点糖，但是这两种吃的东西在北方都是咸的。但有意思的是，吃粽子的时候，南方人喜欢吃咸粽子，北方人却喜欢有枣子加糖的甜粽子。如果你到中国来，一定要试一试南方和北方不同的味道。,3,https://mandarinbean.com/the-dispute-between-southerners-and-northerners/
愚公移山,Yu Gong moves the mountains,很久以前，有一个叫愚公的老人，他家门口有两座大山，挡住了他们一家的路，不管去哪儿，都得翻过这两座山，很不方便。 于是，愚公决定带领全家一起把这两座大山搬走，而这个时候，愚公已经90多岁了。家人都同意他的决定，但是他的妻子问他：你年纪那么大了，怎么可能搬走大山呢？再说，那么多土和石头也没地方放啊！这真是个好问题。大家商量后决定把这些土和石头运到东边的大海里去。第二天，愚公就带着全家人开始挖大山了，即使很小的孩子也去帮忙。他们把土和石头从家里运到海里，一次就需要一年的时间。他们不停地工作着，一天也没休息过。 有一个聪明的老人觉得愚公的行为太可笑了，就嘲笑愚公说他不可能搬走大山。愚公说即使自己死了，还有儿子，儿子死了，还有孙子，可以永远挖下去，当然可以成功。 后来，天上的玉帝被愚公家不怕困难的精神感动了，就派两个神仙把两座大山移动到别的地方了。 现在我们用“愚公移山”这个成语来形容不管多么困难，只要有毅力，坚持下去，最后就一定能成功。,4,https://mandarinbean.com/yu-gong-moves-the-mountains/
汉字,Chinese characters,汉字是用来记录汉语的书写符号。汉字是世界上最古老的文字之一，已经有六千多年历史了。很多人觉得汉字非常难，因为看起来像图画，其实最早的汉字就是画出来的，最后变成了我们现在的汉字。 汉字有多少个？将近十万个，但没有一个准确的数字。我们日常生活中需要用到的汉字只有3000多个。现代汉字包括繁体字和简体字两种。 汉字的历史里有很多中国文化，所以如果想真正地学习汉语，了解中国，就开始学习汉字吧！,3,https://mandarinbean.com/chinese-characters-story/
动车上结婚,Get married on the high-speed train,昨天，在从南宁开往广州的动车上，一对穿着传统结婚服装的新人在车厢上给所有人发喜糖，动车变成了他们的婚车。原来，这一对新人在南宁工作，要回家乡办婚礼，但是因为当天起晚了，如果从南宁开车回到家乡需要五个小时，所以他们决定选择坐两个小时的动车回家，这样就不会错过婚礼时间了。动车上的乘客纷纷对新人表示祝福，动车的工作人员也送给他们一碗面条，祝福他们的婚姻长长久久。,4,https://mandarinbean.com/get-married-on-the-high-speed-train/
假装健身,Pretend Taking Exercises,中国国家统计局的数据显示，2019年有近4亿人经常参加体育锻炼。有1亿人买了运动装备却很少运动，办了健身卡却很少去健身房锻炼，他们都在假装健身。 现代社会，人们的食物越来越丰富，吃东西越来越方便，各种外卖随叫随到，但是因此产生的却是过度肥胖等问题。大家也意识到了应该关注身体健康，所以纷纷买健身卡和运动装备想保持健康。想法很好，但是平时生活压力大、工作紧张，很多人没有时间和精力保持运动，经常办了卡却再也没去过健身房。你是假装健身的人吗？,4,https://mandarinbean.com/pretend-taking-exercises/
科比遇难,Kobe Bryant passed away in an accident,2020年1月26日，科比·布莱恩特和他的二女儿吉安娜因为直升机意外在美国去世。科比是美国的篮球明星，才41岁，他也是篮球历史上最伟大的球员之一。这次意外让全世界的人都很震惊和难过。很多中国的球迷也非常难过，不愿意相信这是真的，因为科比给过很多人美好的回忆，也激励过很多人。,3,https://mandarinbean.com/kobe-bryant-passed-away-in-an-accident/
塞翁失马,Saiweng lost his horse,古代战国的时候，在北部的城市，住着一个老人，名字叫塞翁。塞翁养了许多马，一天，他的马群中有一匹不见了。邻居们听说这件事，都来安慰他，劝他不要太着急，年龄大了，多注意身体。塞翁笑了笑说：丢了一匹马损失不大，可能会带来什么福气呢。 邻居听了塞翁的话，心里觉得很好笑。马丢了，明明是件坏事，他却认为也许是好事，显然是安慰自己而已。过了几天，不见的马不仅自动回了家，还带回一匹好马。 邻居听说以后，对塞翁非常佩服，向塞翁说：还是您有远见，马不仅没有丢，还带回一匹好马，真是福气。 塞翁反而一点都不高兴：白白得了一匹好马，不一定是什么福气，也许会有什么麻烦。 邻居们以为他是故意这么说，心里明明很高兴，但是不说出来。 塞翁只有一个儿子，非常喜欢骑马。他发现带回来的那匹马是匹非常好的马。他每天都骑马出门，心里很骄傲。　 一天，他有些太高兴了，不小心从马背上摔下来，腿断了。邻居听说，都来慰问。 塞翁说：没关系，腿摔断了但没死，或许是福气呢。邻居们觉得他又在乱说话。他们想不出，摔断腿会带来什么福气。 不久以后，战争开始了，年轻人都被要求加入军队，塞翁的儿子因为摔断了腿，不能加入。后来参加军队的年轻人都因为战争死了，只有塞翁的儿子还活着。 后来人们用“塞翁失马”这个成语来形容有时候虽然受到了损失，不一定是坏事，也有可能会得到好处。也用来形容坏事有时候也会变成好事。,4,https://mandarinbean.com/saiweng-lost-his-horse/
奇怪的病,Strange disease,四川的一个中年男人来到医院的急诊科，他说自己的双手突然发黑，在网上查原因，有可能是血栓。医生为他检查时发现他的手不肿也不痛，手侧面的皮肤也很正常，就让他用肥皂洗了两遍手，之后手的皮肤就恢复了正常。原来这个男人手变黑的原因是自己裤子掉色导致的。,4,https://mandarinbean.com/strange-disease/
自动炒菜机,Automatic cooking machine,最近西安的一所大学开始使用自动炒菜机了。这所大学食堂的一个窗口用机器开始炒菜，食堂师傅说，在吃饭高峰时，用这个自动炒菜机30秒就可以炒完，一天能卖150多份菜。记者采访学生们的看法，学生说虽然炒菜机炒的菜味道也不错，但是没有灵魂，厨师亲自炒的菜让人更想吃。,4,https://mandarinbean.com/automatic-cooking-machine/
中国大陆总人口,Total population of mainland China,到2019年底，中国大陆的人口超过14亿人，比上一年多467万人。2019年全年新生人口是1465万人，比上一年少了58万，而2018年的新生人口比2017年又少了200万人。现在中国大陆的人口一直在减少，可能在2025年左右，人口会出现负增长。老人更多，年轻人更少，老龄化的问题也更多。,3,https://mandarinbean.com/total-population-of-mainland-china/
吉祥的数字,Auspicious numbers,如果你熟悉中国文化，那么对于北京奥运会的开始时间你一定不会觉得奇怪，2008年8月8日晚上8点。 吉祥的数字一直是中国文化的重要部分，很多中国人在选房间号码、电话号码、车牌等数字的时候，都会选吉祥的数字。双数比单数要更吉祥，比如二、六、八等。当然四肯定是非常不吉祥的数字，因为“四”听起来像“死”，这是中国人最不喜欢的意思之一了。,3,https://mandarinbean.com/auspicious-numbers/
作业太多,Too much homework,最近，一个中国六年级的小学生因为眼睛痛，看不到光，被带去医院检查，医生说她是急性视神经网膜炎。经过医生的治疗，这个孩子的视力已经开始恢复了。孩子的爸爸妈妈说，因为这个孩子做作业做得慢，常常需要熬夜写作业，一天只能睡六个小时。希望学校能适当地布置作业。,3,https://mandarinbean.com/too-much-homework/
可以吃的咖啡杯,Edible coffee cup,最近，新西兰航空在他们的飞机上开始尝试使用一种可以吃的香草口味咖啡杯。这种咖啡杯不仅防漏水，而且在倒入咖啡以后还可以在一段时间内保持松脆的口感，喝了咖啡以后，可以继续把杯子当饼干吃。如果改用这种咖啡杯，每年大概可以减少1500万个纸杯，减少垃圾浪费。,4,https://mandarinbean.com/edible-coffee-cup/
绿帽子,Green hat,你有绿色的帽子吗？在中国，绿帽子不是好东西。因为如果一个人的伴侣和别人出轨了，那这个人就是戴了绿帽子，或者说这个人被戴了绿帽子。因为被戴绿帽子是很丢人的事情，所以如果中国人看到有人真的戴绿色的帽子可能会笑话这个人。我们在送礼物的时候，也不会送给别人绿色的帽子。,3,https://mandarinbean.com/green-hat/
斜杠青年,Slash youth,,4,https://mandarinbean.com/slash-youth/
老马识途,Know the ropes,中国古代战国的时候，齐国攻打另一个国家。在齐国的军队胜利返回时，因为不熟悉路，走进了一个危险的山谷，迷路了。聪明的齐国军师说：老马不论走多远，总是能从来时的路走回去。果然，齐国的这些军队跟在老马后面，走出了这个地方，找到了路。 “老马识途”这个成语的意思就是说有经验的人对事情比较熟悉，是一种夸奖。,3,https://mandarinbean.com/know-the-ropes/
中国的宠物消费,Pet consumption in China,中国的宠物拥有量和消费正在加速增长。中国城市的宠物主人们今年有望在宠物上花费2020亿元人民币（约286亿美元），比2018年增加19%。 随着中国生育率的下降，越来越多人开始饲养宠物。中国现在拥有的宠物猫狗数量位居全球第一，在2018年首次超过美国，而这一年也是婴儿出生率急剧下降的一年。预计到2024年，中国将拥有2.48亿只宠物猫狗，远超过美国的1.72亿，这凸显了中国宠物市场对全球宠物用品制造商的吸引力。 数据显示，中国城市的宠物猫狗主人中，几乎有一半是90后，其中88%是女性。中国主要城市的宠物主人中，大约有一半是单身。其中90%的人说，他们认为宠物与孩子或家庭成员一样。,4,https://mandarinbean.com/pet-consumption-in-china/
屠龙之技,The skilled-art of slaughtering dragons,从前有个人，他的名字叫朱泙漫，他非常想学习一种奇特的本领。听说有一个人会屠龙，朱泙漫就去请这个人做老师，让他教自己屠龙的本领。后来朱泙漫在老师那儿学习了三年，把家里所有的钱都花光了，才把屠龙的本领学会。但是这个世界上本来就没有龙，他到哪里去用这个奇特的本领呢？ “屠龙之技”的意思就是杀龙的本领，用来比喻那些没有实际用处的所谓的奇特本领。,3,https://mandarinbean.com/the-skilled-art-of-slaughtering-dragons/
